نام موسسه,عنوان دوره,مبلغ دوره,بازه سنی,مقطع تحصیلی
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",یوگا بانوان 8 جلسه,145000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس اصلاحی بانوان تک جلسه ای,900000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس اصلاحی  بانوان 8 جلسه,225000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس اصلاحی  بانوان  12 جلسه,1400000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس بانوان تک جلسه ای,1650000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس  بانوان 8 جلسه,145000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پیلاتس  بانوان  12 جلسه,975000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پاورفیت بانوان تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",پاورفیت بانوان 12 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",چربی سوزی بانوان  تک جلسه ای,1430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",چربی سوزی بانوان 8 جلسه ای,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان 8 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان 12 جلسه,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان تک جلسه ای,1430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان 8 جلسه,225000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان 12 جلسه,1400000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس بانوان 12 جلسه,1650000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس پامپ بانوان تک جلسه ای,1500000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس پامپ بانوان 8 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",فیتنس پامپ بانوان 12 جلسه,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروبیک بانوان تک جلسه ای,1430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروبیک بانوان8 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروبیک بانوان 12 جلسه,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروریتم دختران تک جلسه ای,1430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروریتم دختران 8 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ایروریتم دختران 12 جلسه,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",بادی ریتمیک بانوان تک جلسه ای,1430000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",بادی ریتمیک بانوان8 جلسه,195000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",تکواندو بانوان تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",تکواندو بانوان 8 جلسه,230000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",کاراته بانوان تک جلسه ای,1350000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",کاراته بانوان 8 جلسه,165000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ووشو بانوان تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ووشو بانوان 8 جلسه,165000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ووشو بانوان 12 جلسه,1130000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",جوجیتسو بانوان تک جلسه ای,1300000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",جوجیتسو بانوان 8 جلسه,165000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",نینجا بانوان تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",نینجا بانوان 8 جلسه,165000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",نینجا بانوان 12 جلسه,1000000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",TRXفیتنس بانوان تک جلسه ای,1300000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",TRXفیتنس بانوان 12 جلسه,225000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",والیبال مقدماتی دختران تک جلسه ای,1650000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",والیبال مقدماتی دختران 8 جلسه,145000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",والیبال مقدماتی دختران 12 جلسه,975000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
"باشگاه ورزشی شاهین
(شماره تماس:03132757301-09395082343)
آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین",ژیمناستیک مقدماتی دختران تک جلسه ای,1200000 تومان,12-13-14-15,متوسطه 1(12 تا 15 سال)
